PRODUCERS,,,,,Summary to Date,,,,,,,,
License Number,Reporting Period, Total Sales, Excise Tax Due ,,,Sales,,,,Excise Tax Due,,,
415924,7/1/2017 - 7/31/2017,"$28,850 ", $- ,,,,,,,,,,
413104,7/1/2017 - 7/31/2017,"$5,640 ", $- ,,,,,,,,,,
416479,7/1/2017 - 7/31/2017,$883 , $- ,,,,,,,,,,
412446,7/1/2017 - 7/31/2017,"$2,823 ", $- ,,,,,,,,,,
415955,7/1/2017 - 7/31/2017,$500 , $- ,,,,,,,,,,
417891,7/1/2017 - 7/31/2017,$10 , $- ,,,,,,,,,,
412303,7/1/2017 - 7/31/2017,"$8,000 ", $- ,,,,,,,,,,
416153,7/1/2017 - 7/31/2017,"$24,301 ", $- ,,,,,,,,,,
415917,7/1/2017 - 7/31/2017,"$10,554 ", $- ,,,,,,,,,,
412031,7/1/2017 - 7/31/2017,"$9,814 ", $- ,,,,,,,,,,
416231,7/1/2017 - 7/31/2017,"$16,490 ", $- ,,,,,,,,,,
412155,7/1/2017 - 7/31/2017,$0.24 , $- ,,,,,,,,,,
414140,7/1/2017 - 7/31/2017,"$3,438 ", $- ,,,,,,,,,,
416030,7/1/2017 - 7/31/2017,"$7,526 ", $- ,,,,,,,,,,
412762,7/1/2017 - 7/31/2017,$775 , $- ,,,,,,,,,,
415769,7/1/2017 - 7/31/2017,"$51,261 ", $- ,,,,,,,,,,
412070,7/1/2017 - 7/31/2017,"$115,389 ", $- ,,,,,,,,,,
416524,7/1/2017 - 7/31/2017,"$1,544 ", $- ,,,,,,,,,,
417001,7/1/2017 - 7/31/2017,"$27,540 ", $- ,,,,,,,,,,
416807,7/1/2017 - 7/31/2017,$138 , $- ,,,,,,,,,,
413163,7/1/2017 - 7/31/2017,"$14,752 ", $- ,,,,,,,,,,
416499,7/1/2017 - 7/31/2017,"$9,709 ", $- ,,,,,,,,,,
415937,7/1/2017 - 7/31/2017,"$1,407 ", $- ,,,,,,,,,,
412435,7/1/2017 - 7/31/2017,"$14,117 ", $- ,,,,,,,,,,
413061,7/1/2017 - 7/31/2017,$183 , $- ,,,,,,,,,,
424306,7/1/2017 - 7/31/2017,"$1,024 ", $- ,,,,,,,,,,
417083,7/1/2017 - 7/31/2017,$72 , $- ,,,,,,,,,,
421766,7/1/2017 - 7/31/2017,$740 , $- ,,,,,,,,,,
421434,7/1/2017 - 7/31/2017,"$9,453 ", $- ,,,,,,,,,,
412687,7/1/2017 - 7/31/2017,"$30,695 ", $- ,,,,,,,,,,
416737,7/1/2017 - 7/31/2017,$280 , $- ,,,,,,,,,,
423115,7/1/2017 - 7/31/2017,$235 , $- ,,,,,,,,,,
413170,7/1/2017 - 7/31/2017,"$40,746 ", $- ,,,,,,,,,,
424365,7/1/2017 - 7/31/2017,$452 , $- ,,,,,,,,,,
412720,7/1/2017 - 7/31/2017,"$15,618 ", $- ,,,,,,,,,,
413216,7/1/2017 - 7/31/2017,$64 , $- ,,,,,,,,,,
416129,7/1/2017 - 7/31/2017,"$1,394 ", $- ,,,,,,,,,,
412784,7/1/2017 - 7/31/2017,"$101,642 ", $- ,,,,,,,,,,
412891,7/1/2017 - 7/31/2017,"$3,352 ", $- ,,,,,,,,,,
415695,7/1/2017 - 7/31/2017,"$4,861 ", $- ,,,,,,,,,,
416999,7/1/2017 - 7/31/2017,"$3,360 ", $- ,,,,,,,,,,
422928,7/1/2017 - 7/31/2017,"($3,138)", $- ,,,,,,,,,,
416236,7/1/2017 - 7/31/2017,"$9,150 ", $- ,,,,,,,,,,
416071,7/1/2017 - 7/31/2017,"$11,292 ", $- ,,,,,,,,,,
416078,7/1/2017 - 7/31/2017,"$2,509 ", $- ,,,,,,,,,,
413077,7/1/2017 - 7/31/2017,"$1,333 ", $- ,,,,,,,,,,
416124,7/1/2017 - 7/31/2017,$0.04 , $- ,,,,,,,,,,
412217,7/1/2017 - 7/31/2017,"$109,878 ", $- ,,,,,,,,,,
412826,7/1/2017 - 7/31/2017,"$47,311 ", $- ,,,,,,,,,,
412527,7/1/2017 - 7/31/2017,$703 , $- ,,,,,,,,,,
416063,7/1/2017 - 7/31/2017,"$19,121 ", $- ,,,,,,,,,,
416206,7/1/2017 - 7/31/2017,$682 , $- ,,,,,,,,,,
415787,7/1/2017 - 7/31/2017,"$6,755 ", $- ,,,,,,,,,,
415921,7/1/2017 - 7/31/2017,$305 , $- ,,,,,,,,,,
413032,7/1/2017 - 7/31/2017,$975 , $- ,,,,,,,,,,
412374,7/1/2017 - 7/31/2017,"$3,512 ", $- ,,,,,,,,,,
412779,7/1/2017 - 7/31/2017,"$13,302 ", $- ,,,,,,,,,,
416062,7/1/2017 - 7/31/2017,$953 , $- ,,,,,,,,,,
415744,7/1/2017 - 7/31/2017,"$11,732 ", $- ,,,,,,,,,,
422368,7/1/2017 - 7/31/2017,$535 , $- ,,,,,,,,,,
413021,7/1/2017 - 7/31/2017,"$5,888 ", $- ,,,,,,,,,,
412856,7/1/2017 - 7/31/2017,$219 , $- ,,,,,,,,,,
413193,7/1/2017 - 7/31/2017,$113 , $- ,,,,,,,,,,
413632,7/1/2017 - 7/31/2017,"$23,931 ", $- ,,,,,,,,,,
413156,7/1/2017 - 7/31/2017,"$3,175 ", $- ,,,,,,,,,,
412358,7/1/2017 - 7/31/2017,"$1,653 ", $- ,,,,,,,,,,
412615,7/1/2017 - 7/31/2017,"$8,087 ", $- ,,,,,,,,,,
417172,7/1/2017 - 7/31/2017,"$2,263 ", $- ,,,,,,,,,,
416942,7/1/2017 - 7/31/2017,"$42,003 ", $- ,,,,,,,,,,
416138,7/1/2017 - 7/31/2017,$5 , $- ,,,,,,,,,,
412437,7/1/2017 - 7/31/2017,"$5,588 ", $- ,,,,,,,,,,
416626,7/1/2017 - 7/31/2017,"$13,176 ", $- ,,,,,,,,,,
417381,7/1/2017 - 7/31/2017,"$7,575 ", $- ,,,,,,,,,,
423700,7/1/2017 - 7/31/2017,"$1,218 ", $- ,,,,,,,,,,
412425,7/1/2017 - 7/31/2017,$394 , $- ,,,,,,,,,,
413466,7/1/2017 - 7/31/2017,"$56,975 ", $- ,,,,,,,,,,
412158,7/1/2017 - 7/31/2017,"$4,696 ", $- ,,,,,,,,,,
412208,7/1/2017 - 7/31/2017,"$2,912 ", $- ,,,,,,,,,,
423291,7/1/2017 - 7/31/2017,"$1,010 ", $- ,,,,,,,,,,
413277,7/1/2017 - 7/31/2017,"$148,566 ", $- ,,,,,,,,,,
416194,7/1/2017 - 7/31/2017,"$11,369 ", $- ,,,,,,,,,,
416732,7/1/2017 - 7/31/2017,"$20,004 ", $- ,,,,,,,,,,
416968,7/1/2017 - 7/31/2017,$205 , $- ,,,,,,,,,,
413064,7/1/2017 - 7/31/2017,"$2,182 ", $- ,,,,,,,,,,
422561,7/1/2017 - 7/31/2017,$434 , $- ,,,,,,,,,,
413180,7/1/2017 - 7/31/2017,"$3,196 ", $- ,,,,,,,,,,
424091,7/1/2017 - 7/31/2017,"$21,041 ", $- ,,,,,,,,,,
415980,7/1/2017 - 7/31/2017,"$7,070 ", $- ,,,,,,,,,,
413199,7/1/2017 - 7/31/2017,"$2,406 ", $- ,,,,,,,,,,
412051,7/1/2017 - 7/31/2017,"$6,693 ", $- ,,,,,,,,,,
416566,7/1/2017 - 7/31/2017,"$5,074 ", $- ,,,,,,,,,,
416185,7/1/2017 - 7/31/2017,"$282,175 ", $- ,,,,,,,,,,
413718,7/1/2017 - 7/31/2017,"$8,417 ", $- ,,,,,,,,,,
416960,7/1/2017 - 7/31/2017,"$7,881 ", $- ,,,,,,,,,,
412365,7/1/2017 - 7/31/2017,"$1,467 ", $- ,,,,,,,,,,
413721,7/1/2017 - 7/31/2017,"$3,781 ", $- ,,,,,,,,,,
413655,7/1/2017 - 7/31/2017,"$72,645 ", $- ,,,,,,,,,,
417078,7/1/2017 - 7/31/2017,$57 , $- ,,,,,,,,,,
413337,7/1/2017 - 7/31/2017,"$1,265 ", $- ,,,,,,,,,,
423406,7/1/2017 - 7/31/2017,"$11,932 ", $- ,,,,,,,,,,
416672,7/1/2017 - 7/31/2017,"$7,496 ", $- ,,,,,,,,,,
416158,7/1/2017 - 7/31/2017,"$1,296 ", $- ,,,,,,,,,,
412869,7/1/2017 - 7/31/2017,$3 , $- ,,,,,,,,,,
415813,7/1/2017 - 7/31/2017,"$2,563 ", $- ,,,,,,,,,,
413087,7/1/2017 - 7/31/2017,$205 , $- ,,,,,,,,,,
415820,7/1/2017 - 7/31/2017,"$46,166 ", $- ,,,,,,,,,,
416644,7/1/2017 - 7/31/2017,"$3,980 ", $- ,,,,,,,,,,
415777,7/1/2017 - 7/31/2017,$295 , $- ,,,,,,,,,,
412844,7/1/2017 - 7/31/2017,"$17,102 ", $- ,,,,,,,,,,
416572,7/1/2017 - 7/31/2017,$302 , $- ,,,,,,,,,,
416100,7/1/2017 - 7/31/2017,"$21,411 ", $- ,,,,,,,,,,
413177,7/1/2017 - 7/31/2017,"$8,274 ", $- ,,,,,,,,,,
412598,7/1/2017 - 7/31/2017,"$20,184 ", $- ,,,,,,,,,,
417201,7/1/2017 - 7/31/2017,"$61,924 ", $- ,,,,,,,,,,
412445,7/1/2017 - 7/31/2017,$734 , $- ,,,,,,,,,,
415711,7/1/2017 - 7/31/2017,"$1,931 ", $- ,,,,,,,,,,
416840,7/1/2017 - 7/31/2017,"$1,316 ", $- ,,,,,,,,,,
413656,7/1/2017 - 7/31/2017,"$10,419 ", $- ,,,,,,,,,,
415739,7/1/2017 - 7/31/2017,"$1,572 ", $- ,,,,,,,,,,
412597,7/1/2017 - 7/31/2017,"$16,324 ", $- ,,,,,,,,,,
417367,7/1/2017 - 7/31/2017,"$111,519 ", $- ,,,,,,,,,,
412037,7/1/2017 - 7/31/2017,"$6,348 ", $- ,,,,,,,,,,
416424,7/1/2017 - 7/31/2017,$0.08 , $- ,,,,,,,,,,
416827,7/1/2017 - 7/31/2017,$590 , $- ,,,,,,,,,,
412746,7/1/2017 - 7/31/2017,$72 , $- ,,,,,,,,,,
416809,7/1/2017 - 7/31/2017,"$44,682 ", $- ,,,,,,,,,,
423396,7/1/2017 - 7/31/2017,"$19,225 ", $- ,,,,,,,,,,
412369,7/1/2017 - 7/31/2017,"$21,563 ", $- ,,,,,,,,,,
412681,7/1/2017 - 7/31/2017,$1 , $- ,,,,,,,,,,
412082,7/1/2017 - 7/31/2017,$90 , $- ,,,,,,,,,,
415831,7/1/2017 - 7/31/2017,$538 , $- ,,,,,,,,,,
425098,7/1/2017 - 7/31/2017,"$17,657 ", $- ,,,,,,,,,,
413920,7/1/2017 - 7/31/2017,"$2,831 ", $- ,,,,,,,,,,
412193,7/1/2017 - 7/31/2017,$671 , $- ,,,,,,,,,,
412992,7/1/2017 - 7/31/2017,"$1,703 ", $- ,,,,,,,,,,
415694,7/1/2017 - 7/31/2017,"$5,064 ", $- ,,,,,,,,,,
424788,7/1/2017 - 7/31/2017,"$4,300 ", $- ,,,,,,,,,,
413029,7/1/2017 - 7/31/2017,"$15,929 ", $- ,,,,,,,,,,
416539,7/1/2017 - 7/31/2017,"$18,812 ", $- ,,,,,,,,,,
413711,7/1/2017 - 7/31/2017,"$2,826 ", $- ,,,,,,,,,,
413922,7/1/2017 - 7/31/2017,"$5,888 ", $- ,,,,,,,,,,
417380,7/1/2017 - 7/31/2017,"$9,020 ", $- ,,,,,,,,,,
412312,7/1/2017 - 7/31/2017,$216 , $- ,,,,,,,,,,
416445,7/1/2017 - 7/31/2017,"$8,141 ", $- ,,,,,,,,,,
412752,7/1/2017 - 7/31/2017,"$10,000 ", $- ,,,,,,,,,,
413455,7/1/2017 - 7/31/2017,$0.08 , $- ,,,,,,,,,,
416199,7/1/2017 - 7/31/2017,"$7,697 ", $- ,,,,,,,,,,
415873,7/1/2017 - 7/31/2017,$120 , $- ,,,,,,,,,,
416550,7/1/2017 - 7/31/2017,$950 , $- ,,,,,,,,,,
417030,7/1/2017 - 7/31/2017,"$12,486 ", $- ,,,,,,,,,,
416579,7/1/2017 - 7/31/2017,$910 , $- ,,,,,,,,,,
416155,7/1/2017 - 7/31/2017,$507 , $- ,,,,,,,,,,
416902,7/1/2017 - 7/31/2017,"$10,794 ", $- ,,,,,,,,,,
416130,7/1/2017 - 7/31/2017,$40 , $- ,,,,,,,,,,
416979,7/1/2017 - 7/31/2017,$676 , $- ,,,,,,,,,,
412242,7/1/2017 - 7/31/2017,"$28,963 ", $- ,,,,,,,,,,
416510,7/1/2017 - 7/31/2017,$43 , $- ,,,,,,,,,,
423681,7/1/2017 - 7/31/2017,"$20,553 ", $- ,,,,,,,,,,
412497,7/1/2017 - 7/31/2017,$100 , $- ,,,,,,,,,,
PRODUCERS PERIOD TOTAL,7/1/2017 - 7/31/2017,"$5,786,051 ", $- ,,,,,,,,,,
413650,8/1/2017 - 8/31/2017,$773 , $- ,,,,,,,,,,
413280,8/1/2017 - 8/31/2017,"$16,274 ", $- ,,,,,,,,,,
416426,8/1/2017 - 8/31/2017,$37 , $- ,,,,,,,,,,
416057,8/1/2017 - 8/31/2017,"$10,811 ", $- ,,,,,,,,,,
416630,8/1/2017 - 8/31/2017,$625 , $- ,,,,,,,,,,
416144,8/1/2017 - 8/31/2017,"$2,700 ", $- ,,,,,,,,,,
424162,8/1/2017 - 8/31/2017,"$3,780 ", $- ,,,,,,,,,,
412557,8/1/2017 - 8/31/2017,"$28,430 ", $- ,,,,,,,,,,
413293,8/1/2017 - 8/31/2017,"$1,592 ", $- ,,,,,,,,,,
416959,8/1/2017 - 8/31/2017,"$2,744 ", $- ,,,,,,,,,,
417142,8/1/2017 - 8/31/2017,$465 , $- ,,,,,,,,,,
413288,8/1/2017 - 8/31/2017,"$6,214 ", $- ,,,,,,,,,,
416615,8/1/2017 - 8/31/2017,$360 , $- ,,,,,,,,,,
413066,8/1/2017 - 8/31/2017,$227 , $- ,,,,,,,,,,
412104,8/1/2017 - 8/31/2017,"$1,643 ", $- ,,,,,,,,,,
416759,8/1/2017 - 8/31/2017,$231 , $- ,,,,,,,,,,
415727,8/1/2017 - 8/31/2017,"$58,070 ", $- ,,,,,,,,,,
416043,8/1/2017 - 8/31/2017,$282 , $- ,,,,,,,,,,
413462,8/1/2017 - 8/31/2017,"$94,578 ", $- ,,,,,,,,,,
417335,8/1/2017 - 8/31/2017,"$6,650 ", $- ,,,,,,,,,,
424484,8/1/2017 - 8/31/2017,"$10,110 ", $- ,,,,,,,,,,
416175,8/1/2017 - 8/31/2017,$429 , $- ,,,,,,,,,,
412439,8/1/2017 - 8/31/2017,$69 , $- ,,,,,,,,,,
412626,8/1/2017 - 8/31/2017,"$1,320 ", $- ,,,,,,,,,,
415732,8/1/2017 - 8/31/2017,"$8,062 ", $- ,,,,,,,,,,
424966,8/1/2017 - 8/31/2017,"$53,656 ", $- ,,,,,,,,,,
412601,8/1/2017 - 8/31/2017,"$2,251 ", $- ,,,,,,,,,,
419691,8/1/2017 - 8/31/2017,$620 , $- ,,,,,,,,,,
416353,8/1/2017 - 8/31/2017,"$6,986 ", $- ,,,,,,,,,,
416762,8/1/2017 - 8/31/2017,$3 , $- ,,,,,,,,,,
416894,8/1/2017 - 8/31/2017,"$1,320 ", $- ,,,,,,,,,,
413613,8/1/2017 - 8/31/2017,"$1,216 ", $- ,,,,,,,,,,
413135,8/1/2017 - 8/31/2017,$488 , $- ,,,,,,,,,,
413913,8/1/2017 - 8/31/2017,"$18,708 ", $- ,,,,,,,,,,
417631,8/1/2017 - 8/31/2017,$214 , $- ,,,,,,,,,,
425099,8/1/2017 - 8/31/2017,"$24,062 ", $- ,,,,,,,,,,
416641,8/1/2017 - 8/31/2017,$15 , $- ,,,,,,,,,,
416511,8/1/2017 - 8/31/2017,"$21,348 ", $- ,,,,,,,,,,
412357,8/1/2017 - 8/31/2017,"$19,780 ", $- ,,,,,,,,,,
413075,8/1/2017 - 8/31/2017,$300 , $- ,,,,,,,,,,
412849,8/1/2017 - 8/31/2017,"$25,486 ", $- ,,,,,,,,,,
416166,8/1/2017 - 8/31/2017,"$1,192 ", $- ,,,,,,,,,,
419740,8/1/2017 - 8/31/2017,"$38,247 ", $- ,,,,,,,,,,
412149,8/1/2017 - 8/31/2017,"$26,550 ", $- ,,,,,,,,,,
412375,8/1/2017 - 8/31/2017,"$12,473 ", $- ,,,,,,,,,,
416935,8/1/2017 - 8/31/2017,"$103,117 ", $- ,,,,,,,,,,
412141,8/1/2017 - 8/31/2017,"$25,235 ", $- ,,,,,,,,,,
414113,8/1/2017 - 8/31/2017,$618 , $- ,,,,,,,,,,
416089,8/1/2017 - 8/31/2017,"$9,135 ", $- ,,,,,,,,,,
424690,8/1/2017 - 8/31/2017,$17 , $- ,,,,,,,,,,
412053,8/1/2017 - 8/31/2017,"$108,692 ", $- ,,,,,,,,,,
415931,8/1/2017 - 8/31/2017,$630 , $- ,,,,,,,,,,
412728,8/1/2017 - 8/31/2017,"$1,589 ", $- ,,,,,,,,,,
417087,8/1/2017 - 8/31/2017,"$5,404 ", $- ,,,,,,,,,,
425081,8/1/2017 - 8/31/2017,"$133,735 ", $- ,,,,,,,,,,
416825,8/1/2017 - 8/31/2017,"$75,000 ", $- ,,,,,,,,,,
417316,8/1/2017 - 8/31/2017,"$1,564 ", $- ,,,,,,,,,,
413380,8/1/2017 - 8/31/2017,"$10,177 ", $- ,,,,,,,,,,
416908,8/1/2017 - 8/31/2017,"$43,535 ", $- ,,,,,,,,,,
412240,8/1/2017 - 8/31/2017,"$48,341 ", $- ,,,,,,,,,,
415717,8/1/2017 - 8/31/2017,$1 , $- ,,,,,,,,,,
416585,8/1/2017 - 8/31/2017,"$30,972 ", $- ,,,,,,,,,,
415764,8/1/2017 - 8/31/2017,$367 , $- ,,,,,,,,,,
412077,8/1/2017 - 8/31/2017,"$11,240 ", $- ,,,,,,,,,,
412180,8/1/2017 - 8/31/2017,"$15,708 ", $- ,,,,,,,,,,
412349,8/1/2017 - 8/31/2017,"$386,673 ", $- ,,,,,,,,,,
416324,8/1/2017 - 8/31/2017,$202 , $- ,,,,,,,,,,
412964,8/1/2017 - 8/31/2017,"$8,367 ", $- ,,,,,,,,,,
415971,8/1/2017 - 8/31/2017,"$9,930 ", $- ,,,,,,,,,,
412858,8/1/2017 - 8/31/2017,$30 , $- ,,,,,,,,,,
412248,8/1/2017 - 8/31/2017,"$10,001 ", $- ,,,,,,,,,,
413657,8/1/2017 - 8/31/2017,$62 , $- ,,,,,,,,,,
414039,8/1/2017 - 8/31/2017,$900 , $- ,,,,,,,,,,
412901,8/1/2017 - 8/31/2017,"$87,452 ", $- ,,,,,,,,,,
419690,8/1/2017 - 8/31/2017,"$24,450 ", $- ,,,,,,,,,,
414199,8/1/2017 - 8/31/2017,"$3,568 ", $- ,,,,,,,,,,
412627,8/1/2017 - 8/31/2017,"$16,124 ", $- ,,,,,,,,,,
412704,8/1/2017 - 8/31/2017,"$5,082 ", $- ,,,,,,,,,,
416055,8/1/2017 - 8/31/2017,"$23,005 ", $- ,,,,,,,,,,
413089,8/1/2017 - 8/31/2017,"$10,504 ", $- ,,,,,,,,,,
413169,8/1/2017 - 8/31/2017,"$8,081 ", $- ,,,,,,,,,,
417379,8/1/2017 - 8/31/2017,"$11,307 ", $- ,,,,,,,,,,
412131,8/1/2017 - 8/31/2017,"$11,619 ", $- ,,,,,,,,,,
416502,8/1/2017 - 8/31/2017,"($3,143)", $- ,,,,,,,,,,
414027,8/1/2017 - 8/31/2017,"$26,647 ", $- ,,,,,,,,,,
417482,8/1/2017 - 8/31/2017,"$17,070 ", $- ,,,,,,,,,,
412105,8/1/2017 - 8/31/2017,$34 , $- ,,,,,,,,,,
417095,8/1/2017 - 8/31/2017,"$47,821 ", $- ,,,,,,,,,,
416400,8/1/2017 - 8/31/2017,"$9,509 ", $- ,,,,,,,,,,
417262,8/1/2017 - 8/31/2017,"$2,287 ", $- ,,,,,,,,,,
412831,8/1/2017 - 8/31/2017,"$15,928 ", $- ,,,,,,,,,,
417155,8/1/2017 - 8/31/2017,$493 , $- ,,,,,,,,,,
415847,8/1/2017 - 8/31/2017,"$31,032 ", $- ,,,,,,,,,,
412747,8/1/2017 - 8/31/2017,$624 , $- ,,,,,,,,,,
412306,8/1/2017 - 8/31/2017,"$2,021 ", $- ,,,,,,,,,,
412866,8/1/2017 - 8/31/2017,"$1,315 ", $- ,,,,,,,,,,
416159,8/1/2017 - 8/31/2017,$6 , $- ,,,,,,,,,,
413464,8/1/2017 - 8/31/2017,$500 , $- ,,,,,,,,,,
414041,8/1/2017 - 8/31/2017,$0.10 , $- ,,,,,,,,,,
416538,8/1/2017 - 8/31/2017,"$14,451 ", $- ,,,,,,,,,,
413084,8/1/2017 - 8/31/2017,"$49,643 ", $- ,,,,,,,,,,
415970,8/1/2017 - 8/31/2017,"$16,240 ", $- ,,,,,,,,,,
416551,8/1/2017 - 8/31/2017,"$3,299 ", $- ,,,,,,,,,,
412442,8/1/2017 - 8/31/2017,$300 , $- ,,,,,,,,,,
416393,8/1/2017 - 8/31/2017,"$12,175 ", $- ,,,,,,,,,,
416683,8/1/2017 - 8/31/2017,"$2,809 ", $- ,,,,,,,,,,
412781,8/1/2017 - 8/31/2017,$346 , $- ,,,,,,,,,,
412568,8/1/2017 - 8/31/2017,"$1,000 ", $- ,,,,,,,,,,
415869,8/1/2017 - 8/31/2017,"$43,830 ", $- ,,,,,,,,,,
422993,8/1/2017 - 8/31/2017,"$5,491 ", $- ,,,,,,,,,,
412392,8/1/2017 - 8/31/2017,"$2,381 ", $- ,,,,,,,,,,
412148,8/1/2017 - 8/31/2017,"$2,818 ", $- ,,,,,,,,,,
414464,8/1/2017 - 8/31/2017,"$72,243 ", $- ,,,,,,,,,,
415969,8/1/2017 - 8/31/2017,"$5,725 ", $- ,,,,,,,,,,
414233,8/1/2017 - 8/31/2017,"$1,200 ", $- ,,,,,,,,,,
414289,8/1/2017 - 8/31/2017,"$189,807 ", $- ,,,,,,,,,,
412719,8/1/2017 - 8/31/2017,"$4,411 ", $- ,,,,,,,,,,
416303,8/1/2017 - 8/31/2017,$423 , $- ,,,,,,,,,,
412263,8/1/2017 - 8/31/2017,"$31,359 ", $- ,,,,,,,,,,
412815,8/1/2017 - 8/31/2017,"$17,617 ", $- ,,,,,,,,,,
416601,8/1/2017 - 8/31/2017,"$36,832 ", $- ,,,,,,,,,,
416891,8/1/2017 - 8/31/2017,"$32,610 ", $- ,,,,,,,,,,
416804,8/1/2017 - 8/31/2017,$290 , $- ,,,,,,,,,,
417174,8/1/2017 - 8/31/2017,"$5,220 ", $- ,,,,,,,,,,
416068,8/1/2017 - 8/31/2017,"$34,119 ", $- ,,,,,,,,,,
413858,8/1/2017 - 8/31/2017,$0.28 , $- ,,,,,,,,,,
413130,8/1/2017 - 8/31/2017,$473 , $- ,,,,,,,,,,
412041,8/1/2017 - 8/31/2017,"$1,956 ", $- ,,,,,,,,,,
412400,8/1/2017 - 8/31/2017,$1 , $- ,,,,,,,,,,
421103,8/1/2017 - 8/31/2017,"$4,913 ", $- ,,,,,,,,,,
416025,8/1/2017 - 8/31/2017,$10 , $- ,,,,,,,,,,
417571,8/1/2017 - 8/31/2017,"$7,411 ", $- ,,,,,,,,,,
412194,8/1/2017 - 8/31/2017,"$1,143 ", $- ,,,,,,,,,,
415826,8/1/2017 - 8/31/2017,"$9,304 ", $- ,,,,,,,,,,
415960,8/1/2017 - 8/31/2017,$483 , $- ,,,,,,,,,,
412971,8/1/2017 - 8/31/2017,"$1,134 ", $- ,,,,,,,,,,
412660,8/1/2017 - 8/31/2017,"$34,346 ", $- ,,,,,,,,,,
416627,8/1/2017 - 8/31/2017,$859 , $- ,,,,,,,,,,
413289,8/1/2017 - 8/31/2017,$434 , $- ,,,,,,,,,,
413712,8/1/2017 - 8/31/2017,"$131,623 ", $- ,,,,,,,,,,
413165,8/1/2017 - 8/31/2017,$430 , $- ,,,,,,,,,,
423101,8/1/2017 - 8/31/2017,"$1,900 ", $- ,,,,,,,,,,
416690,8/1/2017 - 8/31/2017,"$22,860 ", $- ,,,,,,,,,,
416004,8/1/2017 - 8/31/2017,"$9,106 ", $- ,,,,,,,,,,
412743,8/1/2017 - 8/31/2017,"$1,500 ", $- ,,,,,,,,,,
416824,8/1/2017 - 8/31/2017,"$2,912 ", $- ,,,,,,,,,,
412135,8/1/2017 - 8/31/2017,"$11,512 ", $- ,,,,,,,,,,
412593,8/1/2017 - 8/31/2017,"$6,450 ", $- ,,,,,,,,,,
412377,8/1/2017 - 8/31/2017,$75 , $- ,,,,,,,,,,
415709,8/1/2017 - 8/31/2017,"$14,609 ", $- ,,,,,,,,,,
416548,8/1/2017 - 8/31/2017,"$1,000 ", $- ,,,,,,,,,,
416107,8/1/2017 - 8/31/2017,"$30,000 ", $- ,,,,,,,,,,
420275,8/1/2017 - 8/31/2017,"$1,500 ", $- ,,,,,,,,,,
416093,8/1/2017 - 8/31/2017,"$4,251 ", $- ,,,,,,,,,,
413460,8/1/2017 - 8/31/2017,$2 , $- ,,,,,,,,,,
417103,8/1/2017 - 8/31/2017,"$5,155 ", $- ,,,,,,,,,,
413099,8/1/2017 - 8/31/2017,"$7,795 ", $- ,,,,,,,,,,
417216,8/1/2017 - 8/31/2017,"$31,541 ", $- ,,,,,,,,,,
413941,8/1/2017 - 8/31/2017,"$3,386 ", $- ,,,,,,,,,,
412496,8/1/2017 - 8/31/2017,"$9,828 ", $- ,,,,,,,,,,
412515,8/1/2017 - 8/31/2017,$850 , $- ,,,,,,,,,,
412950,8/1/2017 - 8/31/2017,"$5,822 ", $- ,,,,,,,,,,
417081,8/1/2017 - 8/31/2017,$13 , $- ,,,,,,,,,,
412860,8/1/2017 - 8/31/2017,"$4,953 ", $- ,,,,,,,,,,
412803,8/1/2017 - 8/31/2017,$255 , $- ,,,,,,,,,,
416858,8/1/2017 - 8/31/2017,"$22,155 ", $- ,,,,,,,,,,
412163,8/1/2017 - 8/31/2017,"$16,153 ", $- ,,,,,,,,,,
414114,8/1/2017 - 8/31/2017,"$1,133 ", $- ,,,,,,,,,,
417156,8/1/2017 - 8/31/2017,"$1,886 ", $- ,,,,,,,,,,
424551,8/1/2017 - 8/31/2017,$17 , $- ,,,,,,,,,,
412259,8/1/2017 - 8/31/2017,$1 , $- ,,,,,,,,,,
416958,8/1/2017 - 8/31/2017,"$15,433 ", $- ,,,,,,,,,,
412295,8/1/2017 - 8/31/2017,$369 , $- ,,,,,,,,,,
412529,8/1/2017 - 8/31/2017,"$4,104 ", $- ,,,,,,,,,,
413287,8/1/2017 - 8/31/2017,"$2,157 ", $- ,,,,,,,,,,
412195,8/1/2017 - 8/31/2017,$676 , $- ,,,,,,,,,,
424285,8/1/2017 - 8/31/2017,$290 , $- ,,,,,,,,,,
423359,8/1/2017 - 8/31/2017,$60 , $- ,,,,,,,,,,
424223,8/1/2017 - 8/31/2017,"$4,976 ", $- ,,,,,,,,,,
416795,8/1/2017 - 8/31/2017,"$3,430 ", $- ,,,,,,,,,,
415885,8/1/2017 - 8/31/2017,"$6,605 ", $- ,,,,,,,,,,
417147,8/1/2017 - 8/31/2017,$500 , $- ,,,,,,,,,,
416272,8/1/2017 - 8/31/2017,"$1,583 ", $- ,,,,,,,,,,
414136,8/1/2017 - 8/31/2017,$917 , $- ,,,,,,,,,,
412670,8/1/2017 - 8/31/2017,"$1,887 ", $- ,,,,,,,,,,
412582,8/1/2017 - 8/31/2017,"$29,092 ", $- ,,,,,,,,,,
412316,8/1/2017 - 8/31/2017,$708 , $- ,,,,,,,,,,
416746,8/1/2017 - 8/31/2017,"$84,213 ", $- ,,,,,,,,,,
416565,8/1/2017 - 8/31/2017,$110 , $- ,,,,,,,,,,
